state,county,fipsint,mlra,lrr,class,cpsnum,cps_name,planner_implementation,n,lrr_fill,co2_mean,co2_sterr,n2o_mean,n2o_sterr,ch4_mean,ch4_sterr,soil_carbon_co2,soil_carbon_co2_sterr,biomass_co2,fossil_co2,drainedorganicsoils_co2,biomass_burning_co2,biomassburning_n2o,biomassburning_ch4,liming_co2,direct_soil_n2o,direct_soil_n2o_sterr,indirect_soil_n2o,indirect_soil_n2o_sterr,drainedorganicsoils_n2o,soil_ch4,total_ghg_co2,total_ghg_co2_sterr,total_ghg_co2_min,total_ghg_co2_max,_county_norm
MN,Hennepin,27053,103,M,Grazing Lands,888,Multiple Conservation Practices,Prescribed Grazing (CPS 528) + Replace Synthetic N Fertilizer with Swine Manure (CPS 590) on Managed Non-Irrigated Pasture,80.0,,0.16812806,0.00218249,-0.020080971,0.01685715,0,-999,0.16812806,0.00218249,0.0,0.0,0,0,0,0,0,-0.009233961,0.016888068,-0.01084701,0.000193515,0.0,0,0.148047089,0.016874358,-0.273477722,0.60335754,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Irrigated Pasture,67.0,,0.230948166,0.002836024,-0.079246418,0.012386506,0,-999,0.230948166,0.002836024,0.0,0.0,0,0,0,0,0,-0.053772998,0.012375648,-0.025473419,0.000309891,0.0,0,0.151701749,0.012586671,-0.108034697,0.38486195,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Non-Irrigated Pasture,80.0,,0.121418945,0.001995198,-0.05190132,0.011357897,0,-999,0.121418945,0.001995198,0.0,0.0,0,0,0,0,0,-0.034482993,0.011326246,-0.017418327,0.000294962,0.0,0,0.069517625,0.011202389,-0.221845847,0.285577666,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Irrigated Pasture,67.0,,0.197479157,0.003021951,-0.085586661,0.011110084,0,-999,0.197479157,0.003021951,0.0,0.0,0,0,0,0,0,-0.056426976,0.011026696,-0.029159685,0.000352893,0.0,0,0.111892496,0.011663298,-0.137539934,0.311687379,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Non-Irrigated Pasture,80.0,,0.089789786,0.001970352,-0.056634328,0.00994259,0,-999,0.089789786,0.001970352,0.0,0.0,0,0,0,0,0,-0.036430511,0.009929296,-0.020203817,0.000361375,0.0,0,0.033155458,0.009966672,-0.158981662,0.23410588,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Irrigated Pasture,67.0,,0.197479157,0.003021951,-0.085586661,0.011110084,0,-999,0.197479157,0.003021951,0.0,0.0,0,0,0,0,0,-0.056426976,0.011026696,-0.029159685,0.000352893,0.0,0,0.111892496,0.011663298,-0.137539934,0.311687379,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Non-Irrigated Pasture,80.0,,0.089789786,0.001970352,-0.056634328,0.00994259,0,-999,0.089789786,0.001970352,0.0,0.0,0,0,0,0,0,-0.036430511,0.009929296,-0.020203817,0.000361375,0.0,0,0.033155458,0.009966672,-0.158981662,0.23410588,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Irrigated Pasture,67.0,,0.214431498,0.002921981,-0.082701401,0.012315688,0,-999,0.214431498,0.002921981,0.0,0.0,0,0,0,0,0,-0.055411468,0.012265435,-0.027289934,0.000325535,0.0,0,0.131730097,0.012569929,-0.12320514,0.361139429,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Non-Irrigated Pasture,80.0,,0.105769336,0.001978726,-0.057749158,0.010073925,0,-999,0.105769336,0.001978726,0.0,0.0,0,0,0,0,0,-0.039000049,0.010074937,-0.018749109,0.000325727,0.0,0,0.048020178,0.010055805,-0.19642484,0.256159439,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Irrigated Pasture,67.0,,0.267844028,0.002796074,-0.096928276,0.014342093,0,-999,0.267844028,0.002796074,0.0,0.0,0,0,0,0,0,-0.071631805,0.014360216,-0.025296471,0.000319933,0.0,0,0.170915752,0.014268806,-0.153150007,0.406866927,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Non-Irrigated Pasture,80.0,,0.144515944,0.002036982,-0.042407317,0.013116599,0,-999,0.144515944,0.002036982,0.0,0.0,0,0,0,0,0,-0.027164448,0.013106576,-0.015242869,0.000262331,0.0,0,0.102108626,0.013096353,-0.221488736,0.420872063,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Irrigated Pasture,67.0,,0.305297267,0.002590572,-0.076352982,0.015372981,0,-999,0.305297267,0.002590572,0.0,0.0,0,0,0,0,0,-0.05651083,0.015372733,-0.019842152,0.000264307,0.0,0,0.228944284,0.015237599,-0.021137814,0.48721569,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Non-Irrigated Pasture,80.0,,0.176517478,0.002066625,-0.030096912,0.015134105,0,-999,0.176517478,0.002066625,0.0,0.0,0,0,0,0,0,-0.01929879,0.015125941,-0.010798122,0.000231,0.0,0,0.146420566,0.015100463,-0.2254425,0.55132067,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Irrigated Pasture,67.0,,0.342161334,0.002473457,-0.064289704,0.016917052,0,-999,0.342161334,0.002473457,0.0,0.0,0,0,0,0,0,-0.048884535,0.016938662,-0.015405169,0.000234971,0.0,0,0.27787163,0.01678568,0.012493604,0.615093494,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Non-Irrigated Pasture,80.0,,0.210081947,0.002242219,-0.024854786,0.017486772,0,-999,0.210081947,0.002242219,0.0,0.0,0,0,0,0,0,-0.017523748,0.017511248,-0.007331038,0.000166095,0.0,0,0.185227161,0.0176416,-0.245669678,0.591819413,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Other Manure on Managed Irrigated Pasture,67.0,,0.230948166,0.002836024,-0.079246418,0.012386506,0,-999,0.230948166,0.002836024,0.0,0.0,0,0,0,0,0,-0.053772998,0.012375648,-0.025473419,0.000309891,0.0,0,0.151701749,0.012586671,-0.108034697,0.38486195,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Other Manure on Managed Non-Irrigated Pasture,80.0,,0.121418945,0.001995198,-0.05190132,0.011357897,0,-999,0.121418945,0.001995198,0.0,0.0,0,0,0,0,0,-0.034482993,0.011326246,-0.017418327,0.000294962,0.0,0,0.069517625,0.011202389,-0.221845847,0.285577666,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Sheep Manure on Managed Irrigated Pasture,67.0,,0.230948166,0.002836024,-0.079246418,0.012386506,0,-999,0.230948166,0.002836024,0.0,0.0,0,0,0,0,0,-0.053772998,0.012375648,-0.025473419,0.000309891,0.0,0,0.151701749,0.012586671,-0.108034697,0.38486195,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Sheep Manure on Managed Non-Irrigated Pasture,80.0,,0.121418945,0.001995198,-0.05190132,0.011357897,0,-999,0.121418945,0.001995198,0.0,0.0,0,0,0,0,0,-0.034482993,0.011326246,-0.017418327,0.000294962,0.0,0,0.069517625,0.011202389,-0.221845847,0.285577666,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Swine Manure on Managed Irrigated Pasture,67.0,,0.267844028,0.002796074,-0.096928276,0.014342093,0,-999,0.267844028,0.002796074,0.0,0.0,0,0,0,0,0,-0.071631805,0.014360216,-0.025296471,0.000319933,0.0,0,0.170915752,0.014268806,-0.153150007,0.406866927,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Swine Manure on Managed Non-Irrigated Pasture,80.0,,0.144515944,0.002036982,-0.042407317,0.013116599,0,-999,0.144515944,0.002036982,0.0,0.0,0,0,0,0,0,-0.027164448,0.013106576,-0.015242869,0.000262331,0.0,0,0.102108626,0.013096353,-0.221488736,0.420872063,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,528,Prescribed Grazing (CPS 528),Grazing Management to Improve Irrigated Pasture Condition,67.0,,0.022290893,0.002209973,0.014075846,0.010212247,0,-999,0.022290893,0.002209973,0.0,0.0,0,0,0,0,0,0.008147709,0.010289485,0.005928137,0.000213542,0.0,0,0.036366739,0.010614856,-0.215756074,0.196114894,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,528,Prescribed Grazing (CPS 528),Grazing Management to Improve Rangeland or Non-Irrigated Pasture Condition,80.0,,0.023048974,0.002244354,0.0175324,0.010612171,0,-999,0.023048974,0.002244354,0.0,0.0,0,0,0,0,0,0.012239866,0.010681798,0.005292534,0.000269659,0.0,0,0.040581374,0.010947998,-0.265974613,0.28790771,Hennepin
MN,Hennepin,27053,103,M,Grazing Lands,550,Range Planting (CPS 550),Seeding Forages to Improve Rangeland Condition,,,0.502429128,-999.0,0.0,-999.0,-999,-999,0.502429128,-999.0,0.0,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,0.502429128,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Restoration of Disturbed Lands,342,Critical Area Planting (CPS 342),Restore Highly Disturbed Areas by Planting Permanent Vegetative Cover,,,1.898785472,-999.0,0.0,-999.0,-999,-999,1.898785472,-999.0,0.0,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,1.898785472,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Restoration of Disturbed Lands,555,Riparian Restoration,Restore Degraded Riparian Areas by Planting Woody Plants,,,2.190283298,-999.0,0.0,-999.0,-999,-999,2.190283298,-999.0,0.0,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,2.190283298,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,311,Alley Cropping (CPS 311),Replace 20% of Annual Cropland with Woody Plants (Hardwood),,,1.559904163,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,1.256446054,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,1.843767987,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,311,Alley Cropping (CPS 311),Replace 20% of Grass Pasture with Woody Plants (Hardwood),,,1.256446054,-999.0,-999.0,-999.0,-999,-999,0.0,-999.0,1.256446054,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,1.256446054,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,422,Hedgerow Planting (CPS 422),Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer),,,5.685434431,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,5.381976322,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,5.969298255,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,422,Hedgerow Planting (CPS 422),Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer),,,5.381976322,-999.0,-999.0,-999.0,-999,-999,0.0,-999.0,5.381976322,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,5.381976322,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,379,Multi-story Cropping (CPS 379),Replace 20% of Annual Cropland with Woody Plants (Hardwood),,,1.559904163,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,1.256446054,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,1.843767987,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,391,Riparian Forest Buffer (CPS 391),Replace a Strip of Cropland Near Watercourses or Water Bodies with Woody Plants (Mixed Hardwoods),,,8.883799703,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,8.580341594,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,9.167663528,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,391,Riparian Forest Buffer (CPS 391),Replace a Strip of Grassland Near Watercourses or Water Bodies with Woody Plants (Mixed Hardwoods),,,8.580341594,-999.0,-999.0,-999.0,-999,-999,0.0,-999.0,8.580341594,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,8.580341594,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,612,Tree/Shrub Establishment (CPS 612),Conversion of Annual Cropland to a Farm Woodlot (Mixed Hardwoods),,,8.335628536,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,8.032170427,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,8.619492361,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,612,Tree/Shrub Establishment (CPS 612),Conversion of Grassland to a Farm Woodlot (Mixed Hardwoods),,,8.032170427,-999.0,-999.0,-999.0,-999,-999,0.0,-999.0,8.032170427,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,8.032170427,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,380,Windbreak/Shelterbelt Establishment (CPS 380),Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer),,,5.685434431,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,5.381976322,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,5.969298255,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,380,Windbreak/Shelterbelt Establishment (CPS 380),Replace a Strip of Cropland with 3 Rows of Woody Plants (Hardwood/Conifer),,,3.152530408,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,2.849072299,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,3.436394233,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,380,Windbreak/Shelterbelt Establishment (CPS 380),Replace a Strip of Cropland with 5 Rows of Woody Plants (Hardwood/Conifer),,,5.282252431,-999.0,0.283863825,0.003625282,-999,-999,0.303458109,0.00777227,4.978794322,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,5.566116255,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,380,Windbreak/Shelterbelt Establishment (CPS 380),Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer),,,5.381976322,-999.0,-999.0,-999.0,-999,-999,0.0,-999.0,5.381976322,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,5.381976322,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,380,Windbreak/Shelterbelt Establishment (CPS 380),Replace a Strip of Grassland with 3 Rows of Woody Plants (Hardwood/Conifer),,,2.849072299,-999.0,-999.0,-999.0,-999,-999,0.0,-999.0,2.849072299,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,2.849072299,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Woody Plantings,380,Windbreak/Shelterbelt Establishment (CPS 380),Replace a Strip of Grassland with 5 Rows of Woody Plants (Hardwood/Conifer),,,4.978794322,-999.0,-999.0,-999.0,-999,-999,0.0,-999.0,4.978794322,0.0,0,0,0,0,0,0.0,-999.0,0.0,-999.0,0.0,0,4.978794322,,-999.0,-999.0,Hennepin
